Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
20-07-2015,25.0,33.6,28.3,74.0,0.0,6.8,4.0,100.0,1.0,N 
21-07-2015,25.0,33.4,28.6,74.0,0.0,6.7,4.0,70.0,2.0,N 
22-07-2015,26.0,33.4,28.9,73.0,0.0,6.8,5.0,60.0,2.0,N 
23-07-2015,26.0,33.4,29.1,73.0,0.0,6.7,4.0,330.0,2.0,N 
24-07-2015,25.0,33.4,28.6,75.0,0.0,6.0,4.0,100.0,1.0,N 
25-07-2015,26.0,33.5,28.7,74.0,0.0,6.7,4.0,290.0,1.0,N 
26-07-2015,26.0,32.4,28.6,75.0,0.0,6.5,5.0,110.0,1.0,N 
27-07-2015,26.0,33.8,28.9,70.0,0.0,6.7,3.0,100.0,2.0,E 
28-07-2015,25.0,33.6,29.0,70.0,0.0,6.7,4.0,50.0,2.0,E 
29-07-2015,26.0,33.6,29.1,68.0,0.0,6.0,6.0,70.0,2.0,E 
30-07-2015,25.0,33.8,28.6,72.0,0.0,6.7,3.0,70.0,1.0,N 
31-07-2015,26.0,32.4,28.4,74.0,0.0,6.0,4.0,50.0,2.0,N 
01-08-2015,26.0,32.4,28.4,75.0,0.0,5.6,4.0,70.0,1.0,N 
02-08-2015,25.0,32.6,28.3,73.0,0.0,7.1,4.0,20.0,2.0,N 
03-08-2015,25.0,33.0,27.9,58.0,0.0,5.0,3.0,60.0,1.0,N 
04-08-2015,24.0,32.0,27.4,64.0,0.0,6.6,3.0,310.0,1.0,N 
05-08-2015,24.0,32.6,27.6,71.0,0.0,6.1,3.0,110.0,1.0,N 
06-08-2015,25.0,32.2,27.9,73.0,0.0,0.0,3.0,340.0,1.0,N 
07-08-2015,24.0,32.0,27.9,74.0,0.0,5.0,3.0,340.0,1.0,N 
08-08-2015,25.0,32.0,27.6,74.0,5.2,6.0,4.0,310.0,1.0,N 
09-08-2015,25.0,32.6,28.6,72.0,0.0,4.3,4.0,340.0,2.0,N 
10-08-2015,26.0,33.0,29.1,69.0,0.0,4.3,4.0,60.0,2.0,E 
11-08-2015,26.0,33.2,29.3,72.0,0.0,6.0,5.0,80.0,2.0,N 
12-08-2015,27.0,32.0,28.8,76.0,0.0,6.1,4.0,330.0,1.0,N 
13-08-2015,27.0,33.5,29.1,75.0,0.0,5.5,4.0,60.0,1.0,N 
14-08-2015,27.0,32.0,28.9,74.0,0.0,6.5,4.0,320.0,2.0,N 
15-08-2015,26.0,33.0,28.9,72.0,0.0,4.7,5.0,90.0,1.0,N 
16-08-2015,27.0,33.0,28.9,72.0,0.0,5.2,3.0,40.0,2.0,N 
17-08-2015,26.0,32.2,28.9,72.0,0.0,7.4,4.0,320.0,1.0,N 
18-08-2015,27.0,31.2,28.5,72.0,0.0,6.5,5.0,320.0,2.0,N 
19-08-2015,26.0,32.2,28.5,74.0,0.0,5.0,4.0,90.0,1.0,N 
20-08-2015,27.0,31.0,28.2,76.0,0.0,3.9,3.0,10.0,1.0,N 
21-08-2015,26.0,31.2,27.9,69.0,0.0,3.0,4.0,330.0,1.0,N 
22-08-2015,25.0,30.8,27.6,71.0,0.0,5.2,3.0,320.0,1.0,N 
23-08-2015,25.0,32.8,28.4,69.0,0.0,5.5,5.0,20.0,2.0,N 
24-08-2015,25.0,32.5,28.1,68.0,0.0,6.7,3.0,360.0,1.0,N 
25-08-2015,25.0,32.2,28.1,74.0,0.0,7.3,4.0,310.0,1.0,N 
26-08-2015,26.0,32.2,28.5,74.0,0.0,7.2,4.0,160.0,2.0,N 
27-08-2015,26.0,32.5,28.4,74.0,0.0,6.5,5.0,320.0,2.0,S 
28-08-2015,26.0,33.8,29.5,69.0,0.0,7.5,4.0,290.0,2.0,E 
29-08-2015,26.0,32.8,28.7,74.0,0.0,7.0,4.0,110.0,2.0,N 
30-08-2015,26.0,32.6,28.9,66.0,0.0,7.5,5.0,310.0,2.0,N 
31-08-2015,26.0,32.8,28.7,69.0,0.0,7.5,5.0,340.0,2.0,N 
01-09-2015,26.0,34.0,29.3,61.0,0.0,7.7,4.0,130.0,2.0,N 
02-09-2015,26.0,33.8,28.8,62.0,0.0,7.8,4.0,50.0,2.0,N 
03-09-2015,25.0,33.4,29.3,62.0,0.0,7.8,5.0,120.0,1.0,N 
04-09-2015,25.0,33.0,28.4,70.0,0.0,7.8,6.0,320.0,2.0,N 
05-09-2015,26.0,33.0,28.8,68.0,0.0,7.5,4.0,30.0,1.0,N 
06-09-2015,26.0,33.4,28.8,63.0,0.0,6.4,4.0,10.0,0.0,N 
07-09-2015,26.0,33.9,28.8,63.0,0.0,7.3,3.0,330.0,1.0,N 
08-09-2015,25.0,32.8,27.8,73.0,0.0,5.3,3.0,330.0,1.0,N 
09-09-2015,26.0,32.6,29.0,68.0,0.0,8.5,3.0,30.0,1.0,N 
10-09-2015,26.0,32.5,28.5,70.0,0.0,8.2,4.0,310.0,1.0,N 
11-09-2015,27.0,33.6,29.0,66.0,0.0,5.3,3.0,130.0,2.0,E 
12-09-2015,26.0,33.6,29.2,67.0,0.0,5.0,4.0,90.0,2.0,N 
13-09-2015,26.0,33.2,28.3,70.0,0.0,8.2,5.0,330.0,1.0,N 
14-09-2015,26.0,32.4,28.4,69.0,0.0,8.5,5.0,20.0,2.0,N 
15-09-2015,25.0,31.2,27.6,75.0,0.0,6.0,4.0,10.0,1.0,N 
16-09-2015,26.0,32.2,28.2,71.0,0.0,4.5,3.0,80.0,2.0,E 
17-09-2015,25.0,33.4,29.0,69.0,0.0,8.0,3.0,260.0,1.0,N 
18-09-2015,25.0,34.6,30.0,63.0,0.0,4.0,4.0,90.0,2.0,N 
19-09-2015,26.0,32.4,28.4,73.0,0.0,3.9,4.0,320.0,1.0,N 
20-09-2015,26.0,31.4,27.9,76.0,0.0,8.0,5.0,320.0,2.0,N 
21-09-2015,26.0,31.2,28.8,75.0,0.0,7.5,4.0,320.0,1.0,N 
22-09-2015,26.0,34.0,29.2,67.0,0.0,6.5,4.0,320.0,2.0,N 
23-09-2015,26.0,32.3,28.6,66.0,0.0,7.5,5.0,20.0,1.0,N 
24-09-2015,25.0,32.8,28.8,64.0,0.0,9.9,4.0,140.0,1.0,N 
25-09-2015,26.0,31.2,28.4,72.0,0.0,8.7,4.0,300.0,1.0,N 
26-09-2015,26.0,34.0,29.1,66.0,0.0,6.3,4.0,80.0,2.0,N 
27-09-2015,26.0,33.4,29.4,65.0,0.0,8.5,5.0,130.0,2.0,N 
28-09-2015,26.0,32.6,29.3,69.0,0.0,8.0,4.0,300.0,2.0,N 
29-09-2015,26.0,33.6,29.3,68.0,0.0,3.5,4.0,350.0,2.0,E 
30-09-2015,26.0,32.5,28.7,70.0,0.0,8.2,4.0,80.0,2.0,E 
01-10-2015,26.0,34.3,29.6,63.0,0.0,9.0,6.0,30.0,1.0,N 
02-10-2015,25.0,35.0,30.0,61.0,0.0,8.8,4.0,30.0,2.0,N 
03-10-2015,27.0,34.8,29.8,62.0,0.0,7.5,5.0,70.0,2.0,E 
04-10-2015,27.0,32.5,28.3,76.0,0.0,7.0,2.0,100.0,0.0,N 
05-10-2015,27.0,33.6,29.4,69.0,0.0,8.5,6.0,50.0,3.0,N 
06-10-2015,25.0,32.4,28.9,71.0,0.0,8.5,5.0,40.0,2.0,N 
07-10-2015,27.0,34.3,29.7,66.0,0.0,5.5,6.0,30.0,2.0,N 
08-10-2015,26.0,31.0,28.3,73.0,0.0,3.9,3.0,290.0,1.0,N 
09-10-2015,26.0,33.8,29.7,71.0,0.0,2.4,4.0,320.0,2.0,N 
10-10-2015,27.0,33.6,29.5,66.0,0.0,6.5,4.0,50.0,2.0,N 
11-10-2015,26.0,33.6,29.4,65.0,0.0,7.3,3.0,70.0,1.0,E 
12-10-2015,25.0,32.8,28.8,75.0,0.0,9.0,3.0,340.0,1.0,N 
13-10-2015,26.0,33.4,29.2,71.0,0.0,8.3,4.0,30.0,2.0,N 
14-10-2015,27.0,33.4,29.2,73.0,0.0,8.0,4.0,320.0,2.0,N 
15-10-2015,26.0,33.2,28.9,70.0,0.0,7.9,5.0,30.0,1.0,N 
16-10-2015,27.0,33.4,29.6,64.0,0.0,8.4,3.0,330.0,1.0,N 
17-10-2015,27.0,32.5,28.3,76.0,0.0,4.0,4.0,110.0,1.0,N 
18-10-2015,26.0,32.6,29.2,65.0,0.0,9.0,4.0,340.0,1.0,N 
19-10-2015,26.0,33.4,29.7,66.0,0.0,7.8,3.0,10.0,1.0,N 
20-10-2015,27.0,32.5,29.2,65.0,0.0,7.0,4.0,330.0,2.0,N 
21-10-2015,27.0,34.2,30.2,62.0,0.0,8.0,5.0,360.0,1.0,N 
22-10-2015,26.0,35.2,30.2,61.0,0.0,7.0,5.0,70.0,2.0,N 
23-10-2015,26.0,33.4,29.1,65.0,0.0,9.4,3.0,80.0,1.0,N 
24-10-2015,26.0,34.0,29.6,67.0,0.0,1.0,6.0,360.0,1.0,N 
25-10-2015,27.0,34.4,30.0,68.0,0.0,6.5,4.0,90.0,1.0,N 
26-10-2015,26.0,33.2,29.6,69.0,0.0,7.7,4.0,130.0,2.0,N 
27-10-2015,27.0,33.2,29.4,71.0,0.0,6.0,4.0,290.0,2.0,N 
28-10-2015,27.0,33.0,29.7,75.0,0.0,7.5,4.0,310.0,1.0,N 
29-10-2015,26.0,32.6,29.1,76.0,0.0,8.5,4.0,120.0,1.0,N 
30-10-2015,27.0,33.2,29.5,75.0,0.0,5.3,3.0,320.0,1.0,N 
31-10-2015,27.0,32.6,29.0,74.0,0.0,8.0,4.0,310.0,1.0,N 
01-11-2015,28.0,31.6,29.6,75.0,0.0,6.0,5.0,310.0,1.0,N 
02-11-2015,25.0,31.8,29.0,75.0,0.0,4.0,5.0,270.0,2.0,N 
03-11-2015,27.0,32.6,28.9,74.0,1.4,6.3,3.0,330.0,1.0,N 
04-11-2015,26.0,32.6,29.9,68.0,0.0,5.5,4.0,330.0,2.0,N 
05-11-2015,27.0,32.4,29.7,73.0,0.0,5.0,5.0,300.0,1.0,N 
06-11-2015,28.0,32.2,29.6,73.0,0.0,6.3,3.0,340.0,1.0,N 
07-11-2015,27.0,32.0,28.4,77.0,0.0,5.5,5.0,320.0,1.0,N 
08-11-2015,26.0,31.6,28.6,78.0,0.0,0.4,4.0,310.0,2.0,N 
09-11-2015,26.0,32.2,29.1,72.0,1.0,4.6,4.0,300.0,1.0,N 
10-11-2015,27.0,32.4,29.7,71.0,0.0,8.0,4.0,310.0,1.0,N 
11-11-2015,27.0,32.4,29.1,75.0,0.0,5.5,4.0,50.0,2.0,N 
12-11-2015,27.0,32.8,29.6,72.0,0.0,4.0,5.0,320.0,1.0,N 
13-11-2015,26.0,33.8,28.5,78.0,0.0,6.0,3.0,330.0,1.0,N 
14-11-2015,25.0,33.0,28.9,77.0,54.1,3.5,4.0,160.0,1.0,N 
15-11-2015,26.0,33.4,30.0,74.0,0.0,9.0,5.0,350.0,1.0,N 
16-11-2015,27.0,32.2,28.9,75.0,0.0,8.0,4.0,10.0,2.0,N 
17-11-2015,25.0,31.4,28.4,79.0,13.2,2.5,4.0,10.0,1.0,N 
18-11-2015,26.0,33.6,30.0,73.0,0.0,3.9,3.0,360.0,1.0,N 
19-11-2015,27.0,32.6,28.7,78.0,2.0,8.0,5.0,360.0,1.0,N 
20-11-2015,26.0,31.8,28.9,77.0,0.6,1.3,3.0,320.0,1.0,N 
21-11-2015,25.0,32.0,29.4,74.0,0.0,7.5,7.0,310.0,2.0,N 
22-11-2015,26.0,32.4,29.2,73.0,0.0,4.5,3.0,260.0,0.0,N 
23-11-2015,27.0,34.4,30.1,71.0,0.0,3.5,6.0,60.0,1.0,N 
24-11-2015,27.0,33.4,29.6,75.0,0.0,7.2,3.0,40.0,1.0,N 
25-11-2015,27.0,33.0,29.3,73.0,0.0,3.8,5.0,310.0,2.0,N 
26-11-2015,27.0,32.6,29.4,71.0,0.0,5.6,4.0,320.0,1.0,N 
27-11-2015,27.0,31.8,28.9,76.0,0.0,5.0,3.0,290.0,1.0,N 
28-11-2015,27.0,33.2,29.8,74.0,3.4,0.0,3.0,330.0,1.0,N 
29-11-2015,27.0,29.2,27.9,81.0,0.0,5.4,2.0,140.0,0.0,N 
30-11-2015,25.0,32.6,27.7,83.0,3.8,0.0,5.0,140.0,1.0,N 
01-12-2015,26.0,32.6,29.1,76.0,9.0,4.3,6.0,330.0,2.0,N 
02-12-2015,27.0,33.6,29.8,73.0,0.0,7.8,4.0,270.0,2.0,N 
03-12-2015,27.0,32.6,29.1,75.0,0.0,3.9,4.0,340.0,1.0,N 
04-12-2015,26.0,32.6,29.0,77.0,2.7,1.7,4.0,330.0,2.0,N 
05-12-2015,27.0,32.4,28.4,78.0,0.0,4.6,5.0,310.0,1.0,N 
06-12-2015,27.0,32.4,28.0,81.0,0.6,3.0,7.0,160.0,2.0,N 
07-12-2015,25.0,32.0,28.3,82.0,42.5,3.5,7.0,310.0,2.0,N 
08-12-2015,25.0,30.6,27.5,85.0,0.0,5.5,3.0,340.0,0.0,N 
09-12-2015,26.0,33.8,29.1,78.0,1.2,0.0,5.0,320.0,1.0,N 
10-12-2015,26.0,33.4,29.6,74.0,0.0,8.4,4.0,340.0,2.0,N 
11-12-2015,27.0,32.2,29.3,77.0,0.0,3.2,5.0,300.0,2.0,N 
12-12-2015,25.0,30.2,28.2,77.0,1.1,3.2,4.0,250.0,0.0,N 
13-12-2015,26.0,32.8,28.3,79.0,0.0,0.8,5.0,20.0,2.0,W 
14-12-2015,26.0,30.8,27.9,79.0,9.2,0.4,4.0,300.0,2.0,W 
15-12-2015,26.0,30.2,27.7,78.0,0.1,0.0,4.0,280.0,2.0,N 
16-12-2015,25.0,28.6,26.5,83.0,0.0,0.0,4.0,330.0,2.0,W 
17-12-2015,24.0,27.6,25.5,84.0,5.6,0.0,3.0,280.0,1.0,W 
18-12-2015,24.0,31.4,27.5,76.0,1.6,0.0,6.0,320.0,2.0,N 
19-12-2015,24.0,30.8,27.2,82.0,6.2,1.0,4.0,320.0,1.0,N 
20-12-2015,25.0,30.5,26.6,87.0,5.4,3.8,4.0,320.0,1.0,N 
21-12-2015,25.0,31.4,27.0,76.0,11.0,4.3,6.0,300.0,2.0,W 
22-12-2015,25.0,33.2,28.8,73.0,0.0,4.6,4.0,270.0,2.0,N 
23-12-2015,24.0,34.0,29.4,69.0,0.0,3.5,4.0,230.0,2.0,SW
24-12-2015,26.0,33.6,29.3,66.0,0.0,7.8,5.0,250.0,2.0,W 
25-12-2015,26.0,32.4,28.0,73.0,0.0,3.3,4.0,290.0,2.0,N 
26-12-2015,26.0,31.8,29.0,78.0,0.0,4.8,5.0,320.0,2.0,N 
27-12-2015,26.0,31.0,28.4,82.0,5.0,2.2,4.0,10.0,2.0,N 
28-12-2015,27.0,31.2,28.7,82.0,0.2,3.4,4.0,310.0,1.0,N 
29-12-2015,26.0,32.6,29.1,77.0,0.0,3.8,5.0,320.0,2.0,N 
30-12-2015,24.0,30.2,27.5,85.0,93.2,4.5,6.0,320.0,2.0,N 
31-12-2015,25.0,30.2,27.7,86.0,78.6,4.5,4.0,310.0,1.0,N 
01-01-2016,25.0,31.4,28.2,83.0,26.6,4.0,5.0,290.0,2.0,N 
02-01-2016,26.0,31.0,27.1,85.0,0.0,3.9,6.0,300.0,1.0,N 
03-01-2016,25.0,32.6,28.4,79.0,15.6,2.0,4.0,280.0,2.0,W 
04-01-2016,25.0,31.6,29.0,80.0,0.0,3.6,5.0,300.0,2.0,N 
05-01-2016,27.0,31.8,28.6,83.0,0.0,3.0,5.0,350.0,1.0,N 
06-01-2016,26.0,32.4,28.8,77.0,11.6,4.0,3.0,40.0,1.0,N 
07-01-2016,26.0,34.0,29.7,76.0,0.3,6.2,4.0,70.0,2.0,N 
08-01-2016,27.0,32.7,29.6,78.0,0.0,8.6,4.0,350.0,2.0,N 
09-01-2016,26.0,31.8,29.0,81.0,0.0,9.5,7.0,320.0,2.0,N 
10-01-2016,27.0,32.4,29.1,76.0,0.0,8.2,5.0,330.0,2.0,N 
11-01-2016,27.0,32.4,29.8,74.0,0.0,5.8,4.0,310.0,1.0,N 
12-01-2016,28.0,31.2,28.5,82.0,0.0,7.0,4.0,320.0,1.0,N 
13-01-2016,25.0,32.4,28.2,82.0,5.5,0.8,3.0,350.0,1.0,N 
14-01-2016,26.0,33.4,29.0,78.0,1.2,3.4,5.0,130.0,1.0,N 
15-01-2016,26.0,31.4,29.4,79.0,0.0,6.0,4.0,340.0,1.0,N 
16-01-2016,27.0,31.8,29.2,77.0,0.2,3.0,3.0,360.0,1.0,N 
17-01-2016,26.0,32.8,29.2,76.0,0.0,0.0,4.0,310.0,1.0,N 
18-01-2016,27.0,32.4,29.4,76.0,0.0,5.3,5.0,310.0,2.0,N 
19-01-2016,25.0,32.8,28.7,77.0,0.0,3.0,4.0,310.0,1.0,N 
20-01-2016,25.0,31.4,28.0,80.0,30.5,7.0,4.0,290.0,1.0,N 
21-01-2016,25.0,29.6,28.1,82.0,0.2,1.0,3.0,330.0,1.0,N 
22-01-2016,27.0,31.4,29.0,83.0,1.8,0.4,4.0,300.0,1.0,N 
23-01-2016,25.0,29.2,26.7,87.0,11.4,0.5,4.0,330.0,1.0,N 
24-01-2016,25.0,30.6,27.7,86.0,14.7,0.5,6.0,280.0,1.0,N 
25-01-2016,25.0,27.8,25.9,92.0,30.8,3.0,3.0,20.0,0.0,N 
26-01-2016,25.0,30.8,27.8,84.0,6.7,0.0,4.0,320.0,1.0,N 
27-01-2016,26.0,32.2,29.0,81.0,0.1,3.6,5.0,310.0,2.0,N 
28-01-2016,26.0,31.8,28.9,81.0,6.6,5.0,6.0,300.0,2.0,N 
29-01-2016,27.0,32.2,29.0,79.0,0.0,2.6,4.0,320.0,2.0,N 
30-01-2016,27.0,31.6,28.5,81.0,0.0,8.0,7.0,340.0,2.0,N 
31-01-2016,25.0,30.8,28.5,79.0,0.0,0.5,4.0,300.0,2.0,N 
01-02-2016,25.0,30.2,27.7,85.0,7.0,1.6,7.0,310.0,1.0,N 
02-02-2016,25.0,30.6,27.9,85.0,62.2,0.3,5.0,310.0,2.0,N 
03-02-2016,26.0,31.8,28.5,72.0,1.8,2.7,5.0,320.0,2.0,N 
04-02-2016,26.0,30.8,27.4,86.0,0.0,2.5,3.0,250.0,1.0,N 
05-02-2016,27.0,31.4,28.6,79.0,5.9,0.0,4.0,310.0,1.0,N 
06-02-2016,27.0,32.2,28.1,85.0,2.5,0.0,5.0,180.0,1.0,N 
07-02-2016,27.0,31.6,28.0,85.0,6.9,3.5,7.0,310.0,2.0,N 
08-02-2016,26.0,30.9,27.4,86.0,3.6,5.2,5.0,280.0,2.0,W 
09-02-2016,25.0,31.4,26.6,89.0,11.8,2.7,4.0,310.0,2.0,N 
10-02-2016,25.0,29.8,27.2,84.0,52.0,3.9,4.0,290.0,1.0,N 
11-02-2016,26.0,30.6,27.8,83.0,0.0,0.0,3.0,270.0,1.0,N 
12-02-2016,25.0,30.2,26.6,87.0,12.6,0.1,5.0,330.0,1.0,N 
13-02-2016,25.0,31.6,27.9,80.0,14.4,1.7,4.0,290.0,1.0,N 
14-02-2016,25.0,32.0,27.5,82.0,0.1,2.5,5.0,290.0,2.0,N 
15-02-2016,25.0,32.0,27.9,85.0,4.8,5.7,4.0,320.0,1.0,N 
16-02-2016,26.0,29.8,27.9,81.0,0.0,5.5,5.0,10.0,1.0,N 
17-02-2016,24.0,30.0,27.0,85.0,54.1,0.0,4.0,290.0,1.0,N 
18-02-2016,25.0,31.2,28.3,79.0,0.6,1.8,3.0,320.0,1.0,N 
19-02-2016,26.0,30.2,28.4,81.0,0.0,6.6,6.0,320.0,1.0,N 
20-02-2016,26.0,30.4,28.6,81.0,0.0,1.0,3.0,340.0,1.0,N 
21-02-2016,26.0,31.4,28.4,79.0,0.0,0.0,4.0,300.0,2.0,N 
22-02-2016,27.0,31.0,28.6,79.0,1.1,4.6,5.0,330.0,2.0,NW
23-02-2016,26.0,31.4,28.9,79.0,0.1,3.8,6.0,310.0,2.0,N 
24-02-2016,27.0,30.4,28.2,81.0,0.0,6.0,4.0,290.0,2.0,N 
25-02-2016,24.0,30.2,26.6,88.0,98.5,1.0,4.0,320.0,2.0,N 
26-02-2016,24.0,29.8,26.5,87.0,115.0,1.2,3.0,320.0,1.0,N 
27-02-2016,25.0,30.8,27.9,80.0,3.0,0.8,3.0,220.0,1.0,N 
28-02-2016,25.0,28.8,26.5,92.0,52.4,4.0,2.0,270.0,0.0,N 
29-02-2016,25.0,30.4,26.9,87.0,6.1,0.0,5.0,310.0,2.0,N 
01-03-2016,24.0,29.6,26.9,86.0,22.3,0.0,5.0,300.0,2.0,NW
02-03-2016,24.0,30.4,27.6,86.0,27.0,0.0,3.0,320.0,1.0,N 
03-03-2016,25.0,31.4,28.4,81.0,8.8,1.0,6.0,310.0,2.0,N 
04-03-2016,26.0,30.6,28.4,84.0,11.0,7.3,5.0,290.0,2.0,N 
05-03-2016,25.0,30.4,27.9,85.0,33.5,4.7,4.0,360.0,1.0,N 
06-03-2016,25.0,31.8,28.9,82.0,0.0,4.6,5.0,320.0,2.0,N 
07-03-2016,25.0,32.0,28.7,81.0,12.4,5.0,4.0,320.0,1.0,N 
08-03-2016,26.0,32.4,29.1,83.0,5.0,9.5,4.0,320.0,2.0,N 
09-03-2016,27.0,33.0,29.1,78.0,0.0,4.6,4.0,360.0,1.0,N 
10-03-2016,26.0,32.6,28.6,81.0,0.6,8.0,6.0,300.0,1.0,N 
11-03-2016,26.0,32.2,28.9,78.0,1.5,5.0,4.0,300.0,1.0,N 
12-03-2016,25.0,32.0,28.9,74.0,0.0,5.5,3.0,230.0,1.0,N 
13-03-2016,27.0,32.4,28.8,79.0,0.0,5.0,3.0,340.0,1.0,N 
14-03-2016,27.0,31.8,29.4,79.0,0.0,8.4,4.0,300.0,2.0,N 
15-03-2016,26.0,32.6,27.8,84.0,2.5,1.8,3.0,340.0,1.0,N 
16-03-2016,26.0,32.2,28.5,84.0,40.9,5.7,4.0,330.0,1.0,N 
17-03-2016,26.0,32.8,29.6,78.0,5.2,6.4,4.0,330.0,2.0,N 
18-03-2016,26.0,30.4,28.1,83.0,10.5,5.7,3.0,300.0,1.0,N 
19-03-2016,27.0,32.4,29.3,80.0,0.0,0.3,5.0,30.0,2.0,N 
20-03-2016,26.0,31.6,28.3,89.0,90.8,2.0,5.0,330.0,2.0,N 
21-03-2016,27.0,31.4,29.1,83.0,0.0,2.0,3.0,330.0,1.0,N 
22-03-2016,27.0,32.6,28.1,83.0,0.0,2.0,5.0,320.0,2.0,N 
23-03-2016,26.0,32.0,28.6,77.0,5.5,2.6,3.0,260.0,2.0,N 
24-03-2016,26.0,32.4,29.0,74.0,0.0,1.5,4.0,360.0,1.0,N 
25-03-2016,27.0,32.0,28.8,81.0,0.0,7.2,4.0,300.0,2.0,N 
26-03-2016,25.0,30.2,27.6,85.0,8.8,3.7,4.0,330.0,1.0,N 
27-03-2016,26.0,31.2,28.5,79.0,0.2,3.5,5.0,320.0,2.0,N 
28-03-2016,27.0,32.2,29.2,76.0,0.0,9.3,5.0,310.0,2.0,NW
29-03-2016,25.0,30.8,27.8,83.0,57.0,7.0,4.0,330.0,1.0,N 
30-03-2016,26.0,29.8,28.0,82.0,0.4,6.5,3.0,330.0,1.0,N 
31-03-2016,27.0,32.5,27.7,86.0,6.2,0.0,3.0,330.0,1.0,N 
01-04-2016,25.0,31.8,28.2,80.0,0.0,0.0,4.0,310.0,1.0,N 
02-04-2016,26.0,31.8,28.7,79.0,0.0,7.0,4.0,340.0,1.0,N 
03-04-2016,26.0,33.6,29.4,76.0,0.0,7.5,5.0,330.0,2.0,NW
04-04-2016,26.0,34.6,30.1,72.0,0.0,9.0,3.0,110.0,1.0,N 
05-04-2016,27.0,33.8,30.1,74.0,0.0,8.0,4.0,180.0,1.0,N 
06-04-2016,26.0,34.2,29.8,75.0,0.0,4.4,5.0,10.0,2.0,N 
07-04-2016,27.0,33.6,30.1,75.0,0.0,8.0,4.0,320.0,2.0,S 
08-04-2016,26.0,33.0,30.1,75.0,0.0,7.2,3.0,300.0,2.0,NW
09-04-2016,28.0,33.8,29.8,74.0,0.0,5.0,5.0,280.0,2.0,N 
10-04-2016,26.0,32.6,29.3,78.0,3.3,4.2,4.0,330.0,2.0,NW
11-04-2016,27.0,33.2,29.7,77.0,0.0,3.0,3.0,340.0,1.0,N 
12-04-2016,27.0,31.4,29.1,76.0,0.0,6.5,5.0,310.0,2.0,N 
13-04-2016,28.0,32.5,30.2,73.0,0.0,0.6,4.0,270.0,1.0,W 
14-04-2016,27.0,33.6,29.5,76.0,0.0,4.5,4.0,270.0,1.0,N 
15-04-2016,26.0,32.0,28.9,81.0,5.4,6.0,3.0,80.0,1.0,N 
16-04-2016,27.0,34.6,30.0,78.0,0.0,1.2,4.0,270.0,2.0,N 
17-04-2016,27.0,34.0,28.9,82.0,0.0,5.8,5.0,110.0,2.0,N 
18-04-2016,25.0,33.8,29.0,81.0,45.4,5.0,3.0,60.0,1.0,N 
19-04-2016,26.0,33.0,29.4,80.0,13.7,5.0,5.0,30.0,2.0,N 
20-04-2016,26.0,31.4,28.8,79.0,8.0,5.8,4.0,300.0,1.0,N 
21-04-2016,25.0,32.0,27.7,86.0,124.5,5.2,3.0,20.0,1.0,N 
22-04-2016,25.0,33.4,29.4,77.0,2.0,4.0,5.0,50.0,2.0,E 
23-04-2016,27.0,33.2,30.0,75.0,0.0,7.0,3.0,40.0,2.0,E 
24-04-2016,27.0,33.4,29.7,74.0,0.0,4.0,4.0,90.0,1.0,N 
25-04-2016,27.0,33.6,29.9,76.0,0.0,5.0,5.0,70.0,2.0,N 
26-04-2016,27.0,30.0,27.7,86.0,0.7,5.2,3.0,360.0,1.0,N 
27-04-2016,27.0,33.2,29.1,77.0,1.0,0.0,3.0,90.0,1.0,N 
28-04-2016,26.0,33.8,29.6,75.0,0.0,3.5,4.0,70.0,2.0,N 
29-04-2016,27.0,34.0,29.4,75.0,0.0,5.7,4.0,140.0,1.0,N 
30-04-2016,27.0,33.2,29.7,76.0,0.0,3.5,4.0,210.0,1.0,N 
01-05-2016,26.0,32.4,29.1,80.0,1.4,3.0,4.0,80.0,2.0,N 
02-05-2016,27.0,34.4,29.9,74.0,0.0,7.6,4.0,90.0,1.0,N 
03-05-2016,27.0,33.6,29.9,77.0,2.6,3.7,3.0,50.0,1.0,N 
04-05-2016,28.0,33.7,30.3,74.0,0.0,6.3,4.0,90.0,2.0,E 
05-05-2016,28.0,29.4,28.2,84.0,0.0,6.3,4.0,320.0,0.0,N 
06-05-2016,26.0,32.4,28.8,80.0,5.8,0.0,3.0,320.0,0.0,N 
07-05-2016,27.0,32.6,29.4,77.0,0.0,4.5,4.0,200.0,1.0,N 
08-05-2016,25.0,32.6,28.6,81.0,0.5,5.6,5.0,340.0,1.0,N 
09-05-2016,26.0,32.4,28.9,80.0,34.2,3.9,4.0,310.0,1.0,N 
10-05-2016,27.0,34.0,29.6,76.0,1.0,4.0,3.0,160.0,1.0,N 
11-05-2016,27.0,34.4,30.0,77.0,0.0,6.6,4.0,170.0,1.0,S 
12-05-2016,26.0,34.0,30.0,75.0,0.0,4.2,4.0,10.0,1.0,N 
13-05-2016,27.0,35.2,30.6,73.0,1.0,3.0,3.0,120.0,1.0,SE
14-05-2016,25.0,33.4,28.9,82.0,14.5,6.4,4.0,120.0,1.0,N 
15-05-2016,27.0,34.2,30.0,80.0,0.0,1.0,3.0,160.0,1.0,N 
16-05-2016,28.0,32.6,29.2,80.0,0.0,5.0,3.0,90.0,1.0,N 
17-05-2016,27.0,32.2,29.1,80.0,4.0,1.2,3.0,320.0,0.0,N 
