Aktual,Prediksi
33.0879,33.1505
32.3455,33.1315
33.0879,32.8448
32.3455,33.1321
32.7909,32.8297
33.3848,32.9108
33.2364,33.1586
33.3848,33.2229
32.6424,33.3214
34.7212,33.0867
33.8303,33.6514
32.1970,33.3540
33.3848,32.8798
33.0879,32.9758
33.0879,33.0216
33.0879,33.0999
32.6424,33.1120
33.2364,32.9795
32.6424,33.0747
31.6030,33.0238
32.3455,32.6723
32.4939,32.9186
31.7515,32.9485
33.6818,32.5215
31.6030,32.9062
30.4152,32.2696
32.1970,32.0956
33.0879,32.9919
33.2364,33.3195
33.8303,33.1222
34.8697,33.4045
32.3455,33.6381
32.0485,32.7381
34.5727,32.4962
32.0485,33.2175
33.8303,32.5218
33.2364,33.1554
31.7515,33.0670
33.3848,32.2999
32.6424,32.8400
34.5727,32.6299
33.3848,33.4960
33.0879,32.9422
33.9788,32.9721
33.2364,33.3045
33.3848,32.8932
32.6424,33.0156
32.7909,32.8139
33.8303,32.8310
32.3455,33.3251
32.7909,32.6638
33.8303,32.7670
34.8697,32.9380
34.7212,33.6438
34.4242,33.7529
31.9000,33.7709
32.6424,32.8009
32.3455,33.1426
32.9394,32.8875
32.9394,33.1444
32.6424,33.1196
32.4939,33.0078
33.2294,32.9326
33.8303,32.8821
32.7909,33.0696
30.2667,32.9230
32.3455,32.2185
31.6030,32.4328
32.9394,31.9907
32.9394,32.6752
33.8303,32.9681
34.8697,32.9435
32.9394,33.8299
32.1970,32.9672
34.5727,32.6576
33.5333,33.4163
33.0879,33.1255
31.7515,33.1001
32.3455,32.3985
31.0091,32.3223
31.0091,31.8144
32.1970,31.6505
30.8606,31.9774
31.3061,31.9072
31.9000,31.9551
31.0091,32.5032
33.0879,32.6517
33.3848,33.2032
32.7909,33.3086
32.7909,33.0620
32.9394,32.8610
31.1576,32.5251
30.8606,31.9949
30.7121,31.7660
31.3061,31.7419
32.0485,32.1904
31.9000,32.4319
32.0485,32.2307
32.0485,32.1725
32.0485,31.9187
31.4545,31.8577
30.8606,31.9750
29.8212,31.6444
31.1576,31.4770
32.9394,31.7307
33.0879,32.3093
31.9000,32.4059
33.3848,32.0532
32.1970,32.4812
32.7909,31.9717
32.1970,32.2593
33.2364,32.1769
32.7909,32.4819
32.1970,32.5175
32.7167,32.3697
32.6424,32.4799
32.7909,32.5438
31.7515,32.6225
32.7167,32.4867
32.1970,32.6359
32.4939,32.7118
32.7909,32.8255
33.8303,32.7451
34.8697,33.2509
34.1273,33.6483
34.5727,33.6490
33.5333,33.8347
33.0879,33.3381
33.3848,33.1581
32.7909,32.9920
32.3455,32.8174
32.3455,32.7085
32.3455,32.6149
30.8606,32.5021
33.2364,32.1841
33.2294,32.8301
33.0879,33.1288
32.9394,33.1933
33.2364,33.0660
34.2758,33.1037
33.5333,33.5583
31.6030,33.4842
33.8303,32.8526
33.6818,33.1588
32.9394,33.0757
33.9788,33.1027
33.9788,32.9940
33.8303,33.2216
33.9788,33.4046
31.9000,33.4394
34.7212,32.9764
34.4242,33.5479
33.0879,33.6269
32.9394,33.2524
32.4939,33.2126
32.9394,33.0264
33.0879,33.1171
32.4939,33.0501
33.6818,33.0015
33.2364,33.0849
33.0879,33.0719
34.7212,33.0320
33.6818,33.5801
32.6424,33.3897
33.6818,33.2651
34.1273,33.6152
34.5727,33.6935
33.0879,33.9180
33.3848,33.5281
33.9788,33.6304
34.5727,33.6754
33.8303,33.9086
33.9788,33.9009
34.1273,33.6414
33.2364,33.5720
34.4242,33.5133
34.1273,33.7519
32.1970,33.6917
32.7909,33.2738
33.5333,33.2743
33.9788,33.3846
31.9742,33.5405
32.7909,33.2522
34.1273,33.1895
34.1273,33.4681
33.5333,33.6617
35.3152,33.5458
33.8303,34.0282
33.8303,33.8169
34.1273,33.8012
34.2758,33.8353
27.0000,33.7927
33.8303,32.5467
34.1273,33.8373
34.1273,34.0013
34.5727,34.0075
34.1273,33.9395
33.6818,33.8978
33.9788,33.7747
33.0879,33.8141
30.7121,33.5109
32.7909,32.8502
34.8697,33.0869
32.1970,33.5259
32.7909,33.3345
33.3848,33.4051
33.6818,33.4066
33.3848,33.5670
33.5333,33.5712
34.1273,33.6427
34.7212,33.8160
35.4636,34.0025
34.5727,34.2052
32.9394,34.0667
34.4242,33.4608
34.1273,33.8250
32.3455,33.8897
33.3848,33.3460
34.4242,33.5767
34.7212,33.7445
34.1273,34.0257
34.2758,33.8013
34.2758,33.9938
34.8697,33.7829
31.7515,33.8353
32.4939,33.3319
33.2294,33.2856
34.1273,33.1524
32.9394,33.4124
33.5333,33.1467
33.9788,33.2693
33.9788,33.4095
32.1970,33.4669
34.4242,33.0732
33.9788,33.6536
34.1273,33.6835
34.8697,33.7224
34.7212,34.0069
33.5333,33.9263
33.3848,33.6199
33.8303,33.4905
33.2364,33.4980
32.3455,33.4768
32.7909,33.1719
32.7909,33.1309
32.9394,33.0780
32.9394,33.0201
32.7909,33.1933
32.4939,33.3555
33.3848,33.2251
32.3455,33.4588
33.5333,33.2931
32.9394,33.3119
32.3455,33.3199
34.5727,33.1901
33.2364,33.6103
32.7909,33.4939
33.8303,33.4216
35.0182,33.7825
33.2294,34.0671
33.2294,33.6608
34.8697,33.5642
34.7212,33.8313
34.2758,33.8238
33.5333,33.6484
34.8697,33.7957
34.1273,34.0624
33.8303,33.7924
33.5333,33.7957
33.2364,33.6283
33.8303,33.6409
34.2758,33.6722
33.0879,33.8166
33.5333,33.5519
33.5333,33.5114
33.5333,33.6098
33.0879,33.4592
33.0879,33.3782
33.0879,33.2584
33.3848,33.2163
33.0879,33.5761
34.1273,33.4381
34.7212,33.7728
33.5333,33.9948
34.5727,33.6724
33.3848,33.9488
33.9788,33.6873
34.5727,33.7941
33.6818,34.0637
34.4242,33.8316
34.1273,34.0035
34.1273,33.8067
32.7909,33.8380
32.6424,33.2649
33.2364,33.2642
32.6424,33.2915
33.3848,33.3132
34.4242,33.4908
33.5333,33.8279
33.5333,33.5300
34.5727,33.5244
34.2758,33.8310
34.2758,33.9120
33.9788,33.9362
33.6818,33.6431
32.7909,33.7374
32.4939,33.4546
33.0879,33.2724
34.4242,33.3919
33.3848,33.7687
35.1667,33.6514
35.3152,34.0138
34.7212,33.9987
33.3848,33.9025
33.2364,33.6559
32.1970,33.4709
33.6818,33.2555
33.6818,33.7607
31.9000,33.7487
33.3848,33.3125
33.6818,33.3823
30.7121,33.3725
32.9394,32.5824
33.8303,32.9266
33.2364,33.1677
34.1273,33.2091
33.5333,33.1592
33.0879,33.1638
33.2364,33.1429
34.5727,33.0889
33.5333,33.6666
34.2758,33.5057
32.9394,33.8166
33.0879,33.5419
32.9394,33.3671
33.6818,33.0932
33.0879,33.3235
32.9394,33.3295
34.4242,33.2727
34.1273,33.5837
33.9788,33.7452
33.0879,33.4609
33.6818,33.2565
32.3455,33.3899
33.3848,33.0367
33.9788,33.3077
33.6818,33.6255
33.2364,33.7428
34.5727,33.6310
33.6076,33.8023
34.7212,33.6349
33.3848,33.7799
33.5333,33.6652
33.0879,33.4351
33.3848,33.3080
33.6818,33.4231
33.3848,33.7065
33.8303,33.5491
33.8303,33.7169
33.9788,33.6812
34.2758,33.5942
33.9788,33.5824
31.1576,33.4568
31.9000,32.8787
32.7909,33.0133
33.0879,33.0347
33.6818,33.0996
34.5727,33.2503
33.5333,33.4531
32.6424,33.1996
31.9000,32.9154
32.9394,32.8071
33.5333,32.9648
32.7909,33.0514
31.7515,33.0014
35.0182,32.6325
33.2364,33.3979
32.9394,33.3450
34.7212,33.2257
34.8697,33.6181
34.1273,33.9266
31.7515,33.9425
30.7121,32.8535
31.7515,32.2567
32.9394,32.3841
31.6030,32.9588
31.9000,32.4438
33.0879,32.6682
34.2758,33.1679
34.4242,33.4780
34.2758,33.6871
34.5727,33.7016
33.8303,33.6232
33.0879,33.3948
33.9788,33.1508
33.2364,33.2747
33.0879,32.9119
32.3455,32.9178
31.4545,32.7191
31.6030,32.3310
32.9394,32.3171
31.6030,32.6930
31.3061,32.3025
31.9000,32.1660
31.6030,32.3141
30.8606,32.3926
30.7121,32.1363
32.6424,32.5020
33.5333,33.4314
34.2758,33.7492
35.1667,33.7375
33.3848,33.7663
32.6424,33.0533
32.9394,32.9229
32.1970,33.0007
32.0485,32.8205
33.3848,32.7116
33.9788,32.8517
34.2758,33.1849
32.4939,33.5969
34.4242,33.1087
32.1970,33.6113
33.6818,33.3806
31.9000,33.5549
33.2364,33.1375
32.0485,33.1760
32.7909,32.8010
33.3848,32.9398
32.0485,33.1578
32.3455,32.7276
31.4545,32.9075
31.6030,32.3102
32.1970,32.2214
31.7515,32.3661
29.8212,32.2025
31.0091,31.3644
32.4939,31.4165
33.0879,31.9457
30.8606,32.2072
32.3455,31.7521
31.7515,32.0803
32.0485,31.8748
32.6424,31.9418
31.9000,32.4788
31.1576,32.1104
32.3455,31.8288
32.1970,32.0571
32.7909,32.1484
32.3455,32.3739
33.3848,32.2618
31.6030,32.7911
31.4545,32.5055
30.7121,32.1731
30.5636,31.8381
30.8606,31.5316
31.4545,31.3736
31.0091,31.4603
31.6030,31.2737
31.6030,31.5565
31.1576,31.3848
31.6030,31.2438
31.4545,31.6253
29.0788,31.5565
32.3455,30.9447
31.4545,31.8070
32.6424,31.8075
32.3455,32.1298
32.3455,31.9773
32.6424,32.1261
30.8606,32.2192
31.6030,31.8600
32.1970,31.8635
31.9000,31.9206
31.3061,31.8606
32.4939,31.7550
31.9000,32.0396
32.0485,31.9554
32.7909,31.9927
32.3455,32.3776
32.6424,32.2478
32.1970,32.4325
31.6030,32.3499
33.6818,32.2554
32.3455,32.6309
32.1970,32.3942
31.9000,32.2253
32.9394,32.1165
31.6030,32.3126
31.3061,32.1728
32.1970,32.0385
33.6818,32.4214
32.7909,32.8219
31.1576,32.8656
32.7909,32.3600
32.7909,32.6510
33.3848,32.6940
31.3061,32.8348
31.9000,32.5946
32.0485,32.5173
31.6030,32.5279
34.2758,32.4083
33.3848,33.1198
33.2364,33.0029
32.7909,33.0067
34.1273,32.8096
33.8303,33.0392
34.7212,33.1594
33.5333,33.5360
33.0879,33.3506
33.0879,33.2662
33.8303,33.2018
33.2364,33.3172
33.9788,33.2802
34.2758,33.3841
33.2364,33.6762
32.4939,33.2795
34.2758,33.1303
34.2758,33.6665
34.1273,33.8403
34.8697,33.7780
33.6818,33.7977
33.2364,33.4870
33.3848,33.4783
32.1970,33.3626
32.9394,33.0256
32.6424,33.0783
33.3848,33.0552
33.0879,33.0845
33.5333,33.0899
30.4152,33.2917
31.6030,32.6929
30.1182,32.7856
31.1576,32.3794
33.3848,32.6238
34.8697,33.1593
33.3848,33.6338
34.7212,33.4945
33.5333,33.7196
33.8303,33.6077
33.2364,33.6699
34.1273,33.4463
34.5727,33.6139
34.7212,33.7349
34.8697,33.7640
34.7212,33.9863
34.8697,33.8097
34.7212,33.9750
34.5727,34.1583
34.4242,34.1257
34.8697,34.0882
34.8697,34.2348
34.7212,34.2644
34.5727,34.0609
33.0879,34.1039
34.4242,33.7215
33.0879,33.8484
33.3848,33.5156
33.6818,33.6652
35.0182,33.7004
32.9394,33.9590
34.1273,33.5107
32.3455,33.6997
34.8697,33.4051
33.8303,33.7488
33.5333,33.8356
34.1273,33.7454
33.8303,33.8243
33.6818,33.8759
35.3152,33.8281
33.9788,34.1413
34.1273,33.9481
33.8303,33.9463
33.3848,33.8256
33.0879,33.6017
33.3848,33.5565
33.6818,33.5193
34.8697,33.5386
33.3848,33.7749
35.1667,33.6901
33.9788,34.0600
34.2758,33.7842
34.4242,33.9651
34.4242,34.0902
34.7212,34.1415
34.7212,34.1174
34.1273,34.2012
34.4242,34.1596
35.1667,34.1067
34.1273,34.2180
33.5333,33.9009
34.1273,33.6253
32.9394,33.8028
30.8606,33.4484
31.4545,32.7306
33.6818,32.7297
32.0485,33.0475
32.9394,32.8077
32.9394,32.8780
32.7909,32.9503
33.5333,32.9621
33.3848,33.1481
33.0879,33.1490
33.6818,33.2337
34.1273,33.3983
33.0879,33.5895
34.7212,33.2313
33.8303,33.4303
33.2364,33.3883
32.6424,33.3807
33.2364,33.1739
32.6424,33.2828
32.6424,33.2496
32.6424,33.1615
32.9394,33.3388
33.3848,33.4434
32.6424,33.4464
33.0879,33.3021
34.1273,33.3021
33.2364,33.5270
34.4242,33.5685
33.6818,33.7197
33.3848,33.6431
33.9788,33.5026
33.2364,33.5339
34.4242,33.3172
33.6818,33.7519
31.9000,33.6347
32.6424,33.2767
33.9788,33.1679
32.9394,33.3934
33.5333,33.3292
33.5333,33.5608
32.3455,33.5293
33.2364,33.2693
32.9394,33.3466
32.9394,33.3675
32.1970,33.3619
33.0879,33.0909
33.6818,33.1058
32.9394,33.1203
32.1970,32.9979
33.6818,32.9528
33.8303,33.4558
33.5333,33.3947
32.9394,33.4919
32.3455,33.3732
31.6030,33.2174
34.4242,33.1546
34.5727,33.5406
32.9394,33.7480
32.7909,33.3034
32.4939,33.2465
33.2364,33.1792
33.8303,33.2550
34.1273,33.5596
34.7212,33.6428
33.0879,33.8955
33.8303,33.4628
34.1273,33.6881
34.2758,33.7197
33.6818,33.7980
33.2364,33.4477
32.9394,33.2844
32.4939,33.1892
32.9394,33.4007
34.7212,33.5403
35.0182,33.9253
33.3848,33.9899
35.0182,33.6255
35.4636,34.0980
35.1667,34.2921
33.6818,33.9746
33.2364,33.7872
32.6424,33.6237
33.9788,33.4754
34.7212,33.8889
35.6121,34.1018
35.1667,34.3897
32.7909,34.2560
34.1273,33.6636
31.0091,33.7331
34.2758,33.2341
33.3848,33.6237
33.0879,33.6009
32.7909,33.5451
33.9788,33.5586
33.5333,33.9264
35.6121,33.6395
34.2015,34.2340
33.0879,33.8852
33.8303,33.6552
33.0879,33.6747
33.3848,33.5242
34.1273,33.6314
34.8697,33.5843
34.1273,34.1937
35.6121,33.9792
35.1667,34.6067
35.4636,34.3901
33.8303,34.6579
33.6818,33.9623
33.6818,34.0199
33.8303,33.8222
34.1273,34.0326
34.2758,33.8874
33.0879,34.0308
34.2758,33.7118
34.1273,33.8928
33.9788,33.8642
33.6818,33.8584
35.0182,33.8112
33.8303,34.0392
33.6818,33.9081
34.2758,33.6416
33.9788,33.8045
33.5333,33.8541
33.5333,33.7968
33.5333,33.7598
33.2364,33.5509
33.2364,33.4381
34.5727,33.4297
33.3848,33.7118
33.5333,33.5402
33.6818,33.4704
32.6424,33.4352
33.0879,33.2439
33.9788,33.2824
33.5333,33.5621
32.6424,33.4319
32.1970,33.2385
33.3848,33.0864
32.3455,33.3043
33.5333,33.1867
33.9788,33.4755
34.2758,33.6702
36.5030,33.8889
34.5727,34.2482
34.4242,34.0863
33.5333,34.1063
33.3848,34.0464
33.3848,33.8573
33.8303,33.7837
35.3152,33.8501
33.6818,33.7774
33.0879,33.5847
32.7909,33.4988
31.6030,33.4622
33.0879,33.1257
33.5333,33.2374
32.7909,33.3571
33.0879,33.2608
32.4939,33.2243
32.7909,33.2906
32.3455,33.3283
32.1970,33.0991
33.9788,33.0696
32.6424,33.3608
33.3848,33.2336
33.5333,33.5339
32.7909,33.7410
32.7909,33.4786
34.1273,33.2299
34.2758,33.5268
34.7212,33.5301
34.7212,33.8704
33.0879,34.1059
35.0182,33.7982
35.6121,34.0747
34.1273,34.2063
34.2758,33.8199
34.7212,33.7308
33.3848,34.1468
31.6030,33.8863
32.0485,33.1941
33.3848,32.9434
32.7909,33.3927
31.6030,32.8451
33.8303,32.5116
34.5727,33.2609
34.5727,33.6688
34.8697,33.6203
33.6818,33.9440
32.0485,33.4804
33.8303,32.5771
34.1273,33.4913
34.5727,33.4336
34.1273,33.6655
33.5333,33.3298
34.1273,33.3731
33.0879,33.3241
33.3848,32.9669
33.3848,33.0792
32.7909,33.0870
33.0879,33.0550
33.2364,32.9648
31.4545,32.9418
33.0879,32.6178
31.1576,32.6745
33.0879,32.2758
32.6424,32.4753
32.0485,32.3916
32.1970,32.2945
31.9000,32.1841
31.0833,32.0108
32.7909,31.8485
32.3455,32.4485
31.1576,32.4726
31.9000,32.1435
30.7121,32.4734
31.9000,32.2781
31.9000,32.5784
32.3455,32.5100
32.3455,32.4245
32.3455,32.2875
32.1970,32.3178
32.6424,32.3211
32.7909,32.3960
32.9394,32.5306
32.3455,32.7239
32.9394,32.4885
32.7909,32.7959
33.5333,32.6834
33.5333,33.2133
32.7909,33.0427
31.4545,32.8296
32.7909,32.3978
32.9394,32.8197
31.7515,32.9484
32.0485,32.7021
32.1970,32.6438
33.2364,32.7374
33.8303,32.9999
32.3455,33.1931
32.6424,32.8312
32.3455,32.7189
32.7167,32.6313
33.0879,32.5657
33.3848,32.8197
34.5727,33.0802
34.2758,33.4732
33.5333,33.2850
32.3455,33.1307
32.9394,32.9456
31.6030,33.0396
33.0879,32.7014
32.7909,32.9988
30.8606,32.8720
31.9000,32.2061
33.0879,32.3548
32.9394,32.4403
33.0879,32.4047
32.9394,32.5979
31.6030,32.4171
33.0879,32.0108
33.3848,32.5273
33.6818,32.8778
33.2364,32.9123
32.9394,32.9687
33.6818,32.7933
31.9000,32.9042
32.7909,32.6019
33.2364,32.8434
33.6818,33.0594
34.4242,33.2774
34.4242,33.5046
33.5333,33.5718
33.9788,33.1481
33.8303,33.3322
35.1667,33.2428
33.9788,33.8396
33.5333,33.5082
33.5333,33.4322
33.5333,33.3731
33.8303,33.2731
33.6818,33.1861
33.6818,33.3124
33.2364,33.5925
33.3848,33.3419
33.9788,33.3735
33.9788,33.4991
33.2364,33.3891
33.6818,33.3056
35.4636,33.6678
33.8303,34.0917
33.9788,33.7049
34.5727,33.8058
33.8303,34.0773
33.9788,33.5270
33.3848,33.5091
35.0182,33.4877
33.0879,34.0876
32.1970,33.3002
34.4242,33.1634
35.1667,33.5273
34.8697,34.0630
32.0485,34.0124
34.7212,33.1665
33.9788,33.8682
32.1970,33.5042
32.3455,33.2093
32.6424,33.0866
32.7909,33.0115
32.6424,32.9937
34.8697,32.9468
33.3848,33.3938
33.5333,33.2445
33.5333,33.2862
33.0879,33.2852
33.9788,33.2794
34.1273,33.4896
33.9788,33.5972
32.9394,33.4542
33.8303,33.3132
34.7212,33.4698
34.7212,33.8240
35.1667,33.9369
34.8697,34.1009
33.6818,34.1705
33.3848,33.8444
33.3848,33.6465
34.1273,33.6355
34.8697,33.8698
34.7212,34.0504
34.4242,34.0571
35.3152,34.0141
35.0182,34.3042
34.5727,34.3089
34.4242,34.1150
35.1667,34.1250
34.8697,34.2955
34.8697,34.2507
34.4242,34.0988
35.1667,33.9964
33.9788,34.3249
33.5333,33.9098
33.6818,33.7497
34.2758,33.7367
34.7212,33.7896
34.5727,33.8739
33.3848,33.8637
33.9788,33.6949
33.6818,33.6295
34.2758,33.6827
34.4242,33.9406
34.1273,33.9647
33.3848,33.9430
32.7909,33.7640
33.3848,33.5031
34.2758,33.5582
33.9788,33.7670
34.1273,33.8374
34.8697,33.9678
34.8697,34.1261
33.9788,34.2122
33.2364,33.7869
33.3848,33.7410
34.1273,33.7014
34.7212,33.9723
34.2758,34.1437
33.9788,34.0866
34.1273,33.8529
34.1273,34.0149
34.2758,34.0278
34.1273,34.0748
33.8303,33.9047
34.1273,33.8869
33.3848,33.8098
33.8303,33.6420
34.2758,33.8672
33.9788,33.9322
34.4242,33.8685
33.9788,33.9036
33.3848,33.7534
33.6818,33.5087
34.1273,33.7821
33.3848,34.0693
32.6424,33.6176
32.7909,33.5530
33.2364,33.5103
33.3848,33.6825
34.1273,33.6283
34.5727,33.7828
33.6818,33.9046
34.1273,33.5421
33.2364,33.6403
34.2758,33.4959
33.8303,33.9164
33.3848,33.9556
33.5333,33.6522
33.3848,33.6353
32.9394,33.6014
32.6424,33.5087
33.5333,33.4042
34.5727,33.6541
33.9788,33.9650
33.3848,33.7197
33.2364,33.4958
34.1273,33.5014
32.9394,33.8294
32.4939,33.4923
33.9788,33.5164
32.9394,33.7570
32.9394,33.4815
33.0879,33.2747
33.3848,33.3845
34.1273,33.4122
34.1273,33.8172
33.3848,33.7559
33.0879,33.5245
33.0879,33.4013
33.3848,33.4741
34.1273,33.3644
32.7909,33.6248
33.5333,33.3304
34.2758,33.6815
33.0879,33.8156
32.6424,33.4679
32.9394,33.3204
32.7909,33.3978
33.2364,33.4009
33.0879,33.4427
33.4591,33.3630
34.2758,33.3868
34.1273,33.7160
33.5333,33.7539
33.4591,33.5782
33.5333,33.4642
33.9788,33.3813
32.9394,33.6252
32.9394,33.4542
33.0879,33.4123
33.8303,33.4513
33.8303,33.6663
33.0879,33.8419
35.3152,33.6042
35.0182,34.2352
33.6818,33.9770
33.0879,33.7448
32.7909,33.5846
33.5333,33.4679
33.6818,33.5660
33.8303,33.7360
34.1273,33.8019
34.2758,33.5442
34.1273,33.8521
33.8303,33.9235
33.0879,33.9509
33.9788,33.6045
34.4242,33.7782
33.2364,34.1191
35.3152,33.6456
34.2758,34.2786
33.3848,34.0276
33.3848,33.8401
34.5727,33.7406
33.3848,34.1804
33.6818,33.7405
33.2364,33.8609
34.7212,33.6791
35.3152,34.1559
34.5727,34.4039
34.7212,34.1473
33.5333,34.2407
33.6818,33.7520
33.3848,33.7144
34.2758,33.5431
33.3848,33.9344
33.3848,33.6730
33.6818,33.6517
32.9394,33.7144
33.6818,33.6389
33.2364,33.8391
33.2364,33.6602
33.8303,33.6463
34.5727,33.7587
35.1667,33.9692
35.0182,34.2709
34.5727,34.2264
34.2758,34.1853
34.4242,34.0414
34.4242,34.0787
33.0879,34.0491
33.3848,33.8401
33.5333,33.7381
33.8303,33.7274
33.5333,33.7801
34.8697,33.8119
34.1273,33.8450
33.6818,33.9317
34.4242,33.7640
34.1273,33.9207
34.2758,33.8519
33.8303,33.7497
33.6818,33.7651
34.7212,33.7238
33.6818,34.1059
34.2758,33.7297
33.8303,34.0832
34.8697,33.8179
32.0485,34.0449
35.0182,33.4259
34.5727,33.9213
34.4242,34.0601
34.7212,34.1744
33.8303,34.0634
34.1273,33.8325
33.3848,33.9132
33.3848,33.5280
33.5333,33.6517
34.1273,33.6419
33.6818,33.6968
33.6818,33.6127
33.3848,33.6160
34.4242,33.6146
33.8303,33.7359
33.3848,33.7319
34.4242,33.6314
34.4242,33.8919
34.1273,33.9668
33.8303,33.9176
33.0879,33.7887
32.3455,33.5122
33.3848,33.2673
32.7909,33.2509
33.8303,33.0805
32.0485,33.4391
33.8303,33.0398
31.3061,33.2581
32.9394,32.6872
33.0879,33.0274
33.0879,33.1562
32.7909,33.2317
32.9394,33.0476
33.9788,32.8171
33.5333,33.2522
33.8303,33.2752
33.2364,33.5055
33.3848,33.4112
33.6818,33.2282
33.5333,33.2467
31.4545,33.4335
32.7909,32.6779
32.7909,32.9772
31.7515,32.8539
31.7515,32.3947
33.5333,32.3566
32.4939,32.7572
30.7121,32.4184
32.1970,31.9086
32.3455,32.2192
32.4939,32.2077
31.3061,32.0661
31.6030,31.8913
31.6030,31.9678
32.1970,32.0401
32.3455,32.6114
31.0091,32.4591
31.6030,32.1674
32.6424,32.4036
32.0485,32.9205
33.0879,32.7298
32.3455,33.0541
32.3455,33.0350
33.0879,32.9057
32.0485,32.7456
33.0879,32.5712
31.9000,32.7045
32.4939,32.3279
34.8697,32.6051
34.4242,33.1048
29.6727,33.0634
31.3061,32.1577
32.7909,32.3399
32.7909,32.5610
32.9394,32.7034
33.3848,32.7450
32.3455,32.7214
31.6030,32.4525
29.8212,32.0960
31.7515,31.6620
30.8606,32.0383
33.3961,32.2102
31.3061,32.5481
30.7121,32.4823
31.4545,32.2176
31.9000,32.5189
32.3455,32.6617
35.0182,32.7060
34.8697,33.2750
34.2758,33.4544
32.9394,33.2798
31.4545,32.8771
32.9394,32.3823
32.6424,32.7382
33.0879,32.4944
31.7515,32.8695
31.4545,32.6754
32.1970,32.2842
32.9394,32.1875
32.4939,32.4053
32.3455,32.3158
32.3455,32.4116
31.4545,32.6895
32.6424,32.2948
32.0485,32.7221
32.3455,32.6637
30.5636,32.3670
32.9394,31.9444
32.9394,32.3944
32.7909,32.5719
32.3455,32.4507
32.3455,32.2930
33.0879,32.3421
33.8303,32.5818
33.2364,33.0709
33.9788,32.9495
35.0182,33.2856
33.8303,33.6961
32.0485,33.1924
32.7909,32.5873
34.2015,32.9559
33.8303,33.1920
33.8303,33.2029
33.5333,33.4558
30.8606,33.3150
32.6424,32.5471
32.4939,32.7148
33.3848,32.8032
32.4939,32.9413
32.9394,32.6916
33.2364,32.9041
33.3848,32.9945
32.9394,32.9721
32.7909,33.1000
33.0879,32.9700
33.8303,32.9819
32.9394,33.2832
34.8697,33.0174
32.9394,33.2201
34.4242,33.2079
34.2758,33.6543
33.0879,33.6374
33.0879,33.2776
33.5333,33.2924
33.5333,33.2019
33.0879,33.3733
32.3455,33.2822
33.2364,33.1398
34.7212,33.1116
33.5333,33.5418
33.0879,33.3582
33.0879,32.9450
32.6424,33.0085
33.3848,32.8763
33.8303,33.1812
33.5333,33.4825
34.5727,33.4389
34.2758,33.6574
33.5333,33.6097
35.1667,33.5926
35.1667,34.0756
33.8303,34.0756
33.5333,33.7715
34.1273,33.7158
33.0879,33.4771
32.4939,33.2040
33.2364,33.1355
32.9394,33.2854
32.7909,33.2376
31.6030,33.1416
34.1273,32.8281
32.0485,33.3887
34.4242,33.1826
34.1273,33.5878
34.7212,33.5614
34.4242,33.9699
33.3961,34.0201
33.5333,33.5973
33.5333,33.3982
34.8697,33.5601
34.2758,33.8764
34.7212,33.7911
33.8303,33.8465
35.0182,33.7915
34.2758,34.1053
32.6424,33.8892
33.8303,33.3795
34.5727,33.6563
34.1273,33.8704
33.8303,33.7288
34.4242,33.5984
35.7606,33.8323
35.3152,34.3183
34.5727,34.2025
33.8303,34.0498
33.9788,33.8629
34.5727,33.8738
34.7212,33.8897
33.8303,33.9991
34.1273,33.9202
34.5727,34.0023
33.9788,34.0115
33.8303,33.6483
33.5333,33.8201
33.2364,33.8100
34.2758,33.5791
33.9788,33.8922
32.6424,33.7999
34.5727,33.4738
34.2758,33.7555
34.2758,33.8316
33.8303,33.7704
35.1667,33.7660
33.8303,34.1693
33.3961,33.8192
35.3152,33.6776
34.4242,34.0942
33.0879,33.9633
34.7212,33.7549
33.5333,33.9414
32.7909,33.7359
33.6818,33.5916
33.8303,33.6178
34.1273,33.8377
33.5333,33.9988
34.2758,33.7881
33.9788,33.9709
34.7212,33.9775
34.2758,34.1563
34.7212,34.0586
32.3455,34.2023
33.0879,33.3734
33.5333,33.5980
33.3848,33.6339
33.8303,33.6217
33.9788,33.7038
33.2364,33.6076
33.0879,33.4861
33.3961,33.2978
33.5333,33.2926
32.9394,33.3112
33.3848,33.3410
33.5333,33.5028
31.6030,33.5449
32.3455,32.7966
33.8303,33.0985
33.5333,33.2796
33.5333,33.3948
33.5333,33.4529
33.2364,33.4563
33.8303,33.3840
33.8303,33.5257
34.1273,33.6127
33.3848,33.7123
33.6818,33.6221
33.9788,33.7743
33.9788,33.8328
33.8303,33.5346
32.6424,33.6207
33.2364,33.3459
33.2364,33.7090
32.9394,33.5282
34.5727,33.4348
33.6818,33.8239
32.6424,33.6447
33.8303,33.3661
33.0879,33.5759
33.0879,33.3658
33.2364,33.3810
34.1273,33.2287
33.8303,33.4115
33.6818,33.5451
31.9000,33.4807
32.6424,32.9319
33.3848,33.0388
34.1273,33.2234
34.2758,33.6184
33.2364,33.8527
34.4242,33.5416
33.5333,33.8126
33.8303,33.6597
34.5727,33.8856
35.1667,34.0910
34.4242,34.1465
34.5727,33.9643
34.4242,34.1549
34.5727,34.0101
34.8697,33.9736
34.8697,34.2152
34.4242,34.3369
33.8303,34.0996
35.3152,34.1103
33.2364,34.7204
33.5333,33.8757
35.1667,33.8923
33.3848,34.2996
33.5333,33.7522
34.5727,33.7895
